"Age","DailyRate","DistanceFromHome","Education","EnvironmentSatisfaction","HourlyRate","JobInvolvement","JobSatisfaction","MonthlyIncome","MonthlyRate","NumCompaniesWorked","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TrainingTimesLastYear","WorkLifeBalance","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","JobLevel","PercentSalaryHike","TotalWorkingYears","YearsAtCompany","BusinessTravel_Non-Travel","BusinessTravel_Travel_Frequently","BusinessTravel_Travel_Rarely","Department_Human Resources","Department_Research & Development","Department_Sales","EducationField_Human Resources","EducationField_Life Sciences","EducationField_Marketing","EducationField_Medical","EducationField_Other","EducationField_Technical Degree","Gender_Female","Gender_Male","JobRole_Healthcare Representative","JobRole_Human Resources","JobRole_Laboratory Technician","JobRole_Manager","JobRole_Manufacturing Director","JobRole_Research Director","JobRole_Research Scientist","JobRole_Sales Executive","JobRole_Sales Representative","MaritalStatus_Divorced","MaritalStatus_Married","MaritalStatus_Single","OverTime_No","OverTime_Yes","Attrition"
28.9336459655315,448.197983952239,2,3,1.58672919310629,78.7089801449329,3,2.76018757931888,3027.70504441857,18710.8919224646,6,3,2.58672919310629,1,2,1.82654161378741,2,1.58672919310629,2,1,13.4132708068937,6.58672919310629,2.41327080689371,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.586729193106294,0,0,0,0.413270806893706,0,0,0,1,0,0,1,"Yes"
32.6412894313689,364.88911811146,5.82967533986084,3.54709647712298,3.09419295424595,93.452903522877,3,2.35871056863107,4610.48467884772,12944.03409575,4.90580704575405,3,3,1,2.54709647712298,1.54709647712298,1.45290352287702,0.905807045754045,4.73548238561489,1.54709647712298,15.1883859084919,9.18838590849191,4.73548238561489,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.547096477122977,0.452903522877023,"Yes"
28.7824690390844,442.725379214855,2,3,1.55649380781688,77.5902708892245,3,2.66948142345063,2976.90959713235,18537.4919878298,6,3,2.55649380781688,1,2,1.88701238436624,2,1.55649380781688,2,1,13.4435061921831,6.55649380781688,2.44350619218312,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.556493807816878,0,0,0,0.443506192183122,0,0,0,1,0,0,1,"Yes"
56.1239848411642,763.07363292668,2,1.13896408583969,3.86103591416031,59.5708355880342,2.06948204291984,4,2473.24490159843,13918.803284354,8.79155387124047,3,3.93051795708016,1,2.93051795708016,1.93051795708016,0.138964085839689,0.138964085839689,0.138964085839689,1,13.9305179570802,3.27792817167938,1.06948204291984,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.930517957080156,0.0694820429198444,0,0,1,"Yes"
47.2929270092864,678.687969199847,2,1.79311651783064,3.20688348216936,71.6726555798668,2.39655825891532,4,2912.18118346436,16436.3089188712,7.81032522325404,3,3.60344174108468,1,2.60344174108468,1.60344174108468,0.79311651783064,0.79311651783064,0.79311651783064,1,13.6034417410847,4.58623303566128,1.39655825891532,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.60344174108468,0.39655825891532,0,0,1,"Yes"
46.437462660484,670.513532089069,2,1.85648424737155,3.14351575262845,72.8449585763738,2.42824212368578,4,2954.70092998631,16680.1796260094,7.71527362894267,3,3.57175787631422,1,2.57175787631422,1.57175787631422,0.856484247371554,0.856484247371554,0.856484247371554,1,13.5717578763142,4.71296849474311,1.42824212368578,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.571757876314223,0.428242123685777,0,0,1,"Yes"
30.9440459283069,1207.40991949849,14.6753432760015,3.56343513261527,1,54.6193892043084,2.56343513261527,2.56343513261527,2794.82434895355,10267.8987091025,1,3,2.6903053978458,0,0.873129734769464,3,1.12687026523054,1.12687026523054,1.12687026523054,1,13.6903053978458,1.56343513261527,1.56343513261527,0,0.436564867384732,0.563435132615268,1,0,0,0.436564867384732,0,0,0,0,0.563435132615268,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"Yes"
33.2719613108784,1005.2201912608,11.3297238051891,4.14560773782432,1.29121547564864,54.7665470186621,2.85439226217568,2.85439226217568,2713.46088338643,5289.31463158876,1.58243095129728,3,3.70878452435136,0,0.291215475648642,3.14560773782432,2,1.85439226217568,1.85439226217568,1,15.1456077378243,2.58243095129728,2,0,0,1,0.854392262175679,0.145607737824321,0,0,0,0,0,0,1,1,0,0,0.854392262175679,0,0,0,0,0.145607737824321,0,0,0,1,0,1,0,"Yes"
26.7673280192539,479.927339269314,18.4024735749699,1.83019840577617,3.16980159422383,56.3396031884477,1.55346560385078,3,1883.48183588544,9229.17365720915,1,3,3.27673280192539,0.723267198074609,1.44653439614922,3,0.553465603850782,0.553465603850782,0.553465603850782,1,12.1069312077016,1.27673280192539,1.27673280192539,0,0,1,1,0,0,0.723267198074609,0,0,0,0,0.276732801925391,0.276732801925391,0.723267198074609,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"Yes"
32.1563110288698,849.252281836001,14.8998047076166,4.36873779422604,1.73747558845207,59.0060180902947,2.63126220577396,2.63126220577396,2669.7273923317,8687.13913047407,2.47495117690414,3,3.26252441154793,0,0.737475588452071,3.36873779422604,2,1.63126220577396,1.63126220577396,1,15.368737794226,3.47495117690414,2,0,0,1,0.631262205773965,0.368737794226035,0,0,0,0,0,0,1,1,0,0,0.631262205773965,0,0,0,0,0.368737794226035,0,0,0,1,0,1,0,"Yes"
25.5326769230887,758.146289231256,5.04858256410807,2.87102358974516,1,52,2.43551179487258,3.56448820512742,2641.52109948732,11745.3612717828,1,3,3.43551179487258,0,1.69346461538225,3.56448820512742,0.871023589745164,0.871023589745164,0.871023589745164,1,13.3065353846177,1.43551179487258,1.43551179487258,0,0,1,1,0,0,0,0,0,0,0,1,0.435511794872582,0.564488205127418,0,1,0,0,0,0,0,0,0,0,0.435511794872582,0.564488205127418,1,0,"Yes"
32.1657094571274,1167.26954640867,12.4065395796206,3.73795849387534,1,53.572249036748,2.73795849387534,2.73795849387534,2773.70702224108,7391.23014545278,1,3,3.21387548162602,0,0.524083012249321,3,1.47591698775068,1.47591698775068,1.47591698775068,1,14.213875481626,1.73795849387534,1.73795849387534,0,0.26204150612466,0.73795849387534,1,0,0,0.26204150612466,0,0,0,0,0.73795849387534,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"Yes"
26.1939894333482,825.970079772174,5.81602817773819,2.39799647778273,1,77.5519154667854,2.39799647778273,1.79599295556545,3806.58725162596,15406.8680099472,3,3,2.19398943334818,0.397996477782726,2.39799647778273,3.39799647778273,2,1.60200352221727,2,1,13.1939894333482,5.60200352221727,3,0,0.397996477782726,0.602003522217274,0,0,1,0,0.602003522217274,0,0,0,0.397996477782726,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,"Yes"
28.5216431086883,1222.65901104733,3.86903709778562,3.26082155434415,1.26082155434415,87.3052120218053,2.73917844565585,2.47835689131171,2680.52031839453,15413.9308751025,2.47835689131171,3,3.73917844565585,1,2.73917844565585,4,1.47835689131171,0.739178445655853,1.47835689131171,1,15.7824646630324,3.95671378262341,2.47835689131171,0,1,0,0,0,1,0,0.260821554344147,0,0,0,0.739178445655853,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,"Yes"
23.8138685091399,777.659836168401,7.69781038537621,3,3.51167889451608,42.6036484078504,3,1.32554740365595,1972.1437723455,25131.4695762102,1.32554740365595,3,1.48832110548392,1,3,2.32554740365595,0.325547403655946,1,0.325547403655946,1,18.3489051926881,1.65109480731189,1.32554740365595,0,1,0,0,0,1,0,0,0.837226298172027,0,0,0.162773701827973,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,"Yes"
28.3025996207725,1269.05028442061,7.95979127776809,3,1.60519924154505,77.7778178236913,3.30259962077253,2.39480075845495,2358.87388943555,14202.2289359563,2.39480075845495,3,4,0.697400379227474,3,3.69740037922747,1.39480075845495,0.697400379227474,1.39480075845495,1,15.6051992415451,3.7896015169099,2.39480075845495,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.697400379227474,0.302599620772526,1,0,"Yes"
36.8078193287365,1014.77278031176,4.20284339226782,3,3.40213254420087,63.1744094695896,3,3.80071084806696,2250.0149720409,5808.57695379294,3,3,3.19928915193304,1,5.40213254420087,4,0.398578303866088,0.199289151933044,0.398578303866088,1.80071084806696,14.199289151933,16.2099518729374,1.39857830386609,0,0.199289151933044,0.800710848066956,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,"Yes"
37.6470133957919,968.922268102644,4.50800487119704,3,3.63100365339778,60.4279561592266,3,3.87700121779926,2187.22799775121,4861.66088467557,3,3,3.12299878220074,1,5.63100365339778,4,0.245997564401478,0.122998782200739,0.245997564401478,1.87700121779926,14.1229987822007,17.2780170491897,1.24599756440148,0,0.122998782200739,0.877001217799261,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,"Yes"
29.0638596764766,132.625270707533,12.6168419411406,3.03192983823828,1.03192983823828,50.9680701617617,2.93614032352343,2.03192983823828,5624.31713272212,17442.5013853048,4.87228064704686,3,1.03192983823828,0,3.96807016176172,1.06385967647657,2.90421048528515,0,0,1.96807016176172,11.0319298382383,6.8084209705703,4.87228064704686,0,1,0,0,0,1,0,0.031929838238284,0,0,0,0.968070161761716,1,0,0,0,0,0,0,0,0,0.968070161761716,0.031929838238284,0,0,1,1,0,"Yes"
35.7879387177527,130.838523674756,7.90904596168548,3,1,53.8283077990636,3,2,7795.72499972768,13001.0008153645,2.7373537607491,3,2.13132311962545,0,4.56566155981272,2.13132311962545,5.2626462392509,3.95963091868907,3.95963091868907,2,14.9596309186891,7.56566155981272,6.69698467943817,0,1,0,0,0,1,0,0,0.565661559812725,0,0,0.434338440187275,0.434338440187275,0.565661559812725,0,0,0,0,0,0,0,1,0,0,0,1,1,0,"Yes"
30.990348211024,664.336106242612,1.05791073385626,3.99517410551198,1.99517410551198,50.004825894488,1.00965178897604,2.99517410551198,1380.26289111422,16160.4232655636,1.01930357795209,3,1.99517410551198,0,3.00482589448802,2.99034821102396,0.0144776834640652,0,0,1.00482589448802,11.995174105512,1.02895536692813,1.01930357795209,0,1,0,0,0,1,0,0.995174105511978,0,0,0,0.00482589448802173,1,0,0,0,0,0,0,0,0,0.00482589448802173,0.995174105511978,0,0,1,1,0,"Yes"
29.4942963952199,223.25091055315,19.4258531378582,3.49429639521986,1.98859279043972,51.4942963952199,2.50570360478014,1.50570360478014,6225.18994394969,20194.7328385953,5,3,1.98859279043972,0,4.49429639521986,1.49429639521986,3,0,0.494296395219862,2,12.9771855808794,7.98859279043972,5.49429639521986,0,1,0,0,0,1,0,0,0.494296395219862,0,0,0.505703604780138,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,"Yes"
30.4976211297326,528.343431806192,4.01427322160453,3.74881056486629,1.74881056486629,50.2511894351337,1.50237887026742,2.74881056486629,2465.74065119913,16488.333138163,2.00475774053484,3,1.74881056486629,0,3.25118943513371,2.49762112973258,0.753568305401132,0,0,1.25118943513371,11.7488105648663,2.50713661080226,2.00475774053484,0,1,0,0,0,1,0,0.748810564866289,0,0,0,0.251189435133711,1,0,0,0,0,0,0,0,0,0.251189435133711,0.748810564866289,0,0,1,1,0,"Yes"
40.3339840909466,141.445962878875,4.49951193179004,3,1,55.7224933712278,3,2,9155.75024054153,9997.95900925552,1.2220053030178,3,2.8889973484911,0,4.94449867424555,2.8889973484911,6.7779946969822,6.61149071971886,6.61149071971886,2,17.6114907197189,7.94449867424555,7.83349602273665,0,1,0,0,0,1,0,0,0.944498674245551,0,0,0.0555013257544488,0.0555013257544488,0.944498674245551,0,0,0,0,0,0,0,1,0,0,0,1,1,0,"Yes"
34.7628319046926,1105.81240854273,8.74336190614849,3.23716809530742,3.28849571407773,75.0902676158585,2.76283190469258,1.23716809530742,8400.1913810831,9735.8107360159,0,4,1.47433619061485,0,2,3.23716809530742,7.47433619061485,5.42300857184455,7.71150428592227,2.76283190469258,22.2371680953074,10.660176667152,9.66017666715197,0,0,1,0,0,1,0,0,0,0.237168095307425,0,0.762831904692575,0.237168095307425,0.762831904692575,0,0,0,0,0,0,0,1,0,0,0,1,0,1,"Yes"
34.8639004281722,369.280491480138,26.5917012845166,3.1360995718278,2.7278008563444,78.0116188395768,2.8639004281722,3.7278008563444,5647.77511980105,12719.3627307336,0.863900428172201,3.1360995718278,3.8639004281722,0,2,3.1360995718278,7.2721991436556,7.4082987154834,7.4082987154834,2,18.680497859139,10.8165974309668,10.680497859139,0,0,1,0,0,1,0,0.863900428172201,0,0.136099571827799,0,0,0.136099571827799,0.863900428172201,0,0,0,0,0,0,0,1,0,0,0,1,0,1,"Yes"
33.9992180052213,789.547225023154,23.9937440417707,3.99921800522134,1,40.0265878224745,2.00078199477866,1.99921800522134,4602.1006092974,7816.78060211102,0.00156398955732584,4,3,0,2,3.99843601044267,8.99296204699203,9.99218005221337,9.99218005221337,2.00078199477866,22.997654015664,15.9960900261067,14.9882700783201,0,0,1,0,0,1,0,0.00078199477866292,0,0.999218005221337,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,"Yes"
35.320176603971,896.745708263945,23.2456133691594,3.6228066845797,1.18859665771015,45.6578997313045,2.18859665771015,2,4323.83747640089,10438.9452987213,0.18859665771015,4,3.18859665771015,0,2.56578997313045,3.6228066845797,7.8684200537391,8.1140334228985,8.4912267383188,1.81140334228985,22.8114033422899,13.7368401074782,12.9254367651884,0,0,1,0,0,1,0,0,0.18859665771015,0.81140334228985,0,0,1,0,0,0,0,0,0,0,0,0.81140334228985,0.18859665771015,0,0,1,0,1,"Yes"
33.3137146919034,661.664647385944,13.7057203785516,4,1,65.3925563995726,2.68628530809656,1.31371469190344,7086.78424185002,15069.0357065806,0,3.31371469190344,1.62742938380688,0,2.68628530809656,3.31371469190344,4.1960028433241,3.13714691903442,5.1960028433241,2,18.8822881514207,9.13714691903442,8.13714691903442,0,0,1,0,0,1,0,0,0.686285308096558,0.313714691903442,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,"Yes"
33.2172882510349,643.632902943529,12.2593237655237,4,1,68.9603347117081,2.78271174896508,1.21728825103492,7436.33008999843,16088.2631865609,0,3.21728825103492,1.43457650206983,0,2.78271174896508,3.21728825103492,3.52101775724441,2.17288251034915,4.52101775724441,2,18.3037295062095,8.17288251034915,7.17288251034915,0,0,1,0,0,1,0,0,0.782711748965085,0.217288251034915,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,"Yes"
28.6059026906732,332.309028698597,22.1597219733521,2.34201390133239,2.65798609866761,77.1562502239831,2.34201390133239,1.65798609866761,3374.00173229096,13480.406316523,0.684027802664787,3,2.34201390133239,0,2,3.31597219733521,2.63194439467043,0.657986098667607,2.63194439467043,1,11,5.31597219733521,3.28993049333803,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.657986098667607,0.342013901332393,"Yes"
29.5590891628526,128.987957950681,5.29394055809826,3,2,62.1310690462124,3,1.92651486047544,2477.11385464342,25083.6951873691,0.146970279049128,3,1.14697027904913,0,2.92651486047544,2.92651486047544,1.85302972095087,0.926514860475436,1.85302972095087,1,16.5590891628526,4,2.77954458142631,0,1,0,0,1,0,0,0,0,1,0,0,0.926514860475436,0.0734851395245641,0,0,1,0,0,0,0,0,0,0,0,1,0.926514860475436,0.0734851395245641,"Yes"
28.823716456769,330.006426028442,22.7820470193401,2.310897649033,2.689102350967,76.5961576825939,2.310897649033,1.689102350967,3383.55442174687,13314.0588317304,0.62179529806599,3,2.310897649033,0,2,3.37820470193401,2.75640940386802,0.689102350967005,2.75640940386802,1,11,5.37820470193401,3.44551175483502,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.689102350967005,0.310897649032995,"Yes"
24.8826274927706,371.669366504997,11.5217928364873,2.87391035817564,2.12608964182436,86.7303864471614,2.87391035817564,1.12608964182436,3210.70952004008,16323.9247748069,1.74782071635127,3,2.87391035817564,0,2,2.25217928364873,0.504358567297459,0.126089641824365,0.504358567297459,1,11,4.25217928364873,0.630448209121823,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.126089641824365,0.873910358175635,"Yes"
27.6572072338313,296.88423362188,2.59988734079525,2.08569819154218,2.91430180845782,42.3706077686511,2.08569819154218,1,2613.36159503227,6352.78404412558,6.57150904228911,3,3,0,2,2,0,0,0,1,11,7.65720723383129,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.914301808457822,0.0856981915421784,"Yes"
26.2158427485265,280.548462066799,7.52277150098234,3,2,78.290093382122,3,1.36930712475441,2895.01965643419,20220.9432777318,1.26138575049117,3,2.26138575049117,0,2.36930712475441,2.36930712475441,0.738614249508828,0.369307124754414,0.738614249508828,1,13.2158427485265,4,1.10792137426324,0,1,0,0,1,0,0,0,0,1,0,0,0.369307124754414,0.630692875245586,0,0,1,0,0,0,0,0,0,0,0,1,0.369307124754414,0.630692875245586,"Yes"
22.0113193029538,263.847541072406,5.59320841822773,1.40113193029538,3,63.1524589275941,2.59886806970462,2.19773613940924,2167.54367820406,10266.3170396476,3.40679158177227,3,3.59886806970462,0,0.802263860590756,2.59886806970462,0,0,0,1,11.5988680697046,3.20905544236302,0,0.598868069704622,0.401131930295378,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,"Yes"
24.6011606925167,274.72487490857,4.03930358448997,1.66011606925167,3,52.2751250914298,2.33988393074833,1.67976786149666,2337.69625749835,8142.38811606704,4.96069641551003,3,3.33988393074833,0,1.32023213850334,2.33988393074833,0,0,0,1,11.3398839307483,5.28092855401337,0,0.339883930748329,0.660116069251671,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,"Yes"
24.4403553120792,929.142769711092,3.18654822930694,1.40672588534653,3,74.1897209938616,2,2.18654822930694,3351.83439483307,7594.01650870219,5.81345177069306,3,3,0,2.59327411465347,2.59327411465347,1.18654822930694,0.593274114653468,1.18654822930694,1,13.9663705732673,5.62690354138613,1.18654822930694,0,1,0,0,1,0,0,0,0,0.406725885346532,0,0.593274114653468,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,"Yes"
25.9095576005057,337.08017518837,5.65827419911511,2.52261059987359,2.47738940012641,64.653140593553,2.52261059987359,1,2880.31507652276,11439.7552143282,4.38694700063206,3,3,0,2,2,0,0,0,1,11,5.90955760050565,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.477389400126413,0.522610599873587,"Yes"
25.959350746125,335.934932839125,5.57113619428128,2.51016231346875,2.48983768653125,64.0182779869065,2.51016231346875,1,2872.70917352941,11294.8198157167,4.44918843265623,3,3,0,2,2,0,0,0,1,11,5.95935074612498,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.489837686531246,0.510162313468754,"Yes"
18.7653688592836,250.214549208991,7.54077868442982,1.07653688592836,3,76.7854507910088,2.92346311407164,2.84692622814327,1954.28473405493,12928.3209985015,1.45922131557018,3,3.92346311407164,0,0.153073771856725,2.92346311407164,0,0,0,1,11.9234631140716,0.612295087426901,0,0.923463114071637,0.0765368859283626,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,"Yes"
32.7715065910015,582.293126145145,4.77150659100153,1.73709604539908,1.75430131820031,87.1768775905948,2.75430131820031,1,2813.07218828378,14759.5087677217,2.98279472719878,3,3,0,2,2.50860263640061,3.22849340899847,0.754301318200305,3.98279472719878,1,11.4913973635994,8.73709604539908,5.22849340899847,0,0,1,0,1,0,0,0,0,0.754301318200305,0,0.245698681799695,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,"Yes"
29.9954672120512,237.538354083896,3.19002786651254,3.90045327879488,1.19909344241023,99.3031729515642,2.09954672120512,1,2515.50104409829,9019.98847549781,5.40271967276931,3,2.80090655758977,0,2,1.19909344241023,6.50226639397442,0,6.60181311517954,1,13,10.5022663939744,8.60181311517954,0,0,1,0,1,0,0,0,0,0.0995467212051153,0,0.900453278794885,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,"Yes"
20.8363714399748,137.828365199734,3.72120952000841,3.0929301599972,1,85.4868825599551,2.9070698400028,1,2916.21967224171,12502.4599296153,1.46465079998598,3,2.0929301599972,0,2,2.81413968000561,0.650511119980365,0,0.650511119980365,1,18.4424190400168,1.92930159997195,1.74344127997756,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0.907069840002805,0,0,0,0.092930159997195,0,0,0,0,1,1,0,"Yes"
28.2070738829207,752.088793974835,1.79292611707933,4,2.58585223415866,57.181989677716,2.79292611707933,2.58585223415866,3963.71075650025,14550.5073870006,6,3,3.79292611707933,0,2.79292611707933,1.79292611707933,3.03536941460334,1.58585223415866,2.24244329752401,1,16.1717044683173,6.24244329752401,3.44951718044467,0,0,1,0,1,0,0,0,0,0.792926117079332,0,0.207073882920668,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,"Yes"
29,232.306103765965,1,3.9891847607214,1.0216304785572,99.837771410821,2.0108152392786,1.0216304785572,2358.71216725931,7699.82695156685,5.9351085643284,3,3.0108152392786,0,1.9891847607214,1.0108152392786,6.945923803607,0.0108152392785996,6.9783695214428,1,13.0108152392786,10.9567390428856,8.9675542821642,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,"Yes"
28.4682185077108,578.166473864578,1.53178149228916,4,2.06356298457831,71.2837994163856,2.53178149228916,2.06356298457831,3436.19861442409,12250.8678210983,6,3,3.53178149228916,0,2.53178149228916,1.53178149228916,4.34109253855422,1.06356298457831,3.80931104626507,1,15.1271259691566,7.80931104626507,5.27752955397591,0,0,1,0,1,0,0,0,0,0.531781492289156,0,0.468218507710844,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,"Yes"
33.4096053130925,1156.27501280839,3.23340464895591,4,4,93.414194022771,3,1.82379933586344,1503.12541508535,24319.6977936435,1.35240132827312,3,1.17620066413656,0,2.17620066413656,2.64759867172688,0.704802656546235,0.176200664136559,0,1,12.3524013282731,3.46680929791182,1.70480265654624,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,"Yes"
35.7107962071896,988.575726401061,5.24694668129086,4,4,90.8253542669117,3,1.53615047410131,1682.90595368668,23450.71058226,1.92769905179739,3,1.46384952589869,0,2.46384952589869,2.07230094820261,1.85539810359478,0.463849525898695,0,1,12.9276990517974,7.49389336258173,2.85539810359478,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,"Yes"
39.4857526496053,713.475775660016,8.55003356840461,4,4,86.5785282691941,3,1.06428091879934,1977.82442575041,22025.1926556928,2.87143816240132,3,1.93571908120066,0,2.93571908120066,1.12856183759868,3.74287632480264,0.935719081200659,0,1,13.8714381624013,14.1000671368092,4.74287632480264,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,"Yes"
28.8933200519532,1216.26064604428,21.6933485120535,3.20666571799666,1.61999715398997,55.853297283873,1.41333143599331,2.58666856400669,2236.16692755092,12887.7426389763,1.41333143599331,3,2.79333428200334,0,2.20666571799666,1.79333428200334,0.826662871986628,0.206665717996657,0.793334282003343,1,12.4133314359933,3.8933200519532,1.82666287198663,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,"Yes"
30.5485290111974,560.219480387168,3.48664192319848,4,1.63713225279935,80.4866419231985,3,2.57524516480044,3173.44232838112,16399.5546717681,2.21237741759978,3,2.78762258240022,0,4.57524516480044,1,0.849509670399129,0.212377417599782,0,1,11.6371322527993,7.12377417599782,1.06188708799891,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,"Yes"
29.025148935616,541.558074461296,2.59800354577601,4,1.256287233904,79.598003545776,3,2.829141844064,3359.67554262094,15524.1189216673,2.085429077968,3,2.914570922032,0,4.829141844064,1,0.341716311872005,0.0854290779680014,0,1,11.256287233904,5.85429077968001,0.427145389840007,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,"Yes"
31.9354471063707,258.850584642263,4.8708942127414,2.0645528936293,1.19365868088789,46.0962594891898,3.9354471063707,3,2538.6413802756,14597.4606013098,2.8708942127414,3,1,0,2,2.8708942127414,1.0645528936293,0.451870255405083,3.25821157451719,1,13.8708942127414,7.9354471063707,4.19365868088789,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0645528936292976,0.935447106370702,"Yes"
31,773.568910632282,2.51907486282289,3.48092513717711,3.75953743141145,49.1109920954332,3.24046256858855,2.75953743141145,4892.43515559472,5304.20876501035,1,3,1,0,2,1.48092513717711,3.44277541153133,6.27861229423434,7,1.48092513717711,11.7595374314114,7.72138770576566,7.72138770576566,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.240462568588555,0,0.759537431411445,0,0,0,0,1,1,0,"Yes"
29.3590336935595,703.10768213775,5.4614494596608,2.67180673871189,4,38.2510921806097,3,3.16409663064405,3855.74158677412,4929.55151685607,1,3,1,0,2.16409663064405,1.16409663064405,1.67180673871189,5.85132358549163,5.85132358549163,1,13.1486764145084,6.01542021613568,6.01542021613568,0,0.835903369355947,0.164096630644053,0,1,0,0,0.835903369355947,0,0,0.164096630644053,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,"Yes"
31,230.61868912098,7.60141101502813,3,1.23915339098312,33.9202822030056,2.07971779699437,2.07971779699437,1486.04334091512,20818.6295676199,1,3,2.84056440601125,0,2.92028220300563,3.76084660901688,0.159435593988746,0.558024578960612,0.558024578960612,1,12,1.47830678196624,1.47830678196624,0,0.0797177969943732,0.920282203005627,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,"Yes"
21.3979140683077,1392.54064168455,17.4031288975384,1.07958281366155,4,63.7266749814153,3,3.96020859316923,2748.3498469016,8682.42330819974,1,3,1,0,2.96020859316923,1.96020859316923,0.0795828136615455,0.278539847815409,0.278539847815409,1,18.7214601521846,1.23874844098464,1.23874844098464,0,0.0397914068307728,0.960208593169227,0,1,0,0,0.0397914068307728,0,0,0.960208593169227,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,"Yes"
31,248.695597314509,7.34964349144138,3,1.39021390513517,33.8699286982883,2.13007130171172,2.13007130171172,1628.19128473219,19906.9290112075,1,3,2.73985739657655,0,2.86992869828828,3.60978609486483,0.260142603423446,0.910499111982062,0.910499111982062,1,12,1.78042781027034,1.78042781027034,0,0.130071301711723,0.869928698288277,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,"Yes"
